set,draw,agent,train_Hz,run_Hz,base_mass,delay_s,explore,mse_ee,rms_ee,max_ee,completed,stop_reason,t_end,ori_max,w_mean,sat_frac_J2,sat_frac_J4,sat_frac_J6,qlim_frac,ret,matched
mass,14,CDR2-4,40,10,43.9748009387713,0,0,0.00431434812575062,0.065683697564545,0.182661049133091,1,none,8.5,0.0192616459708509,0.00647953801914294,0,0,1,0,350.433367681751,0
mass,14,Optimized,40,40,43.9748009387713,0,0,0.00397228472597358,0.063026063862291,0.183037975699946,1,none,8.5,0.0212364352775926,0.0037644942843822,0,0,0.909090909090909,0,1513.18255664648,1
mass,14,Optimized,40,10,43.9748009387713,0,0,0.00490632775983699,0.0700451837019291,0.199668014908394,1,none,8.5,0.0205872265592363,0.00480884742329554,0,0,0.930232558139535,0,326.260737755473,0
mass,14,PPO_base,40,40,43.9748009387713,0,0,0.000143516383568579,0.0119798323681335,0.0181670484801493,1,none,8.5,0.0701617710023057,0.0118452453506009,0.06158357771261,0.0733137829912024,0.967741935483871,0,1653.80326621281,1
mass,14,PPO_base,40,10,43.9748009387713,0,0,0.00144049050927508,0.0379537943989146,0.0479804984556903,1,none,8.5,0.0635580040721597,0.0139473473833971,0.0348837209302326,0.0465116279069767,0.976744186046512,0,112.066857734437,0
mass,14,ppo_10hz,10,40,43.9748009387713,0,0,0.00467370945326472,0.0683645335920952,0.192468123741328,1,none,8.5,0.0132124655172026,0.00395273109583948,0,0,1,0,1520.18010372491,0
mass,14,ppo_10hz,10,10,43.9748009387713,0,0,0.00479931984483035,0.0692771235317284,0.196550317936922,1,none,8.5,0.015857032617682,0.00507364595557241,0,0,1,0,376.92193552163,1
mass,18,CDR2-4,40,40,53.0327390562507,0,0,0.00361432425434317,0.0601192502809472,0.176174484798726,1,none,8.5,0.0137194781264129,0.00394102752110999,0,0,1,0,1542.91369636007,1
mass,18,CDR2-4,40,10,53.0327390562507,0,0,0.00417852908733045,0.0646415430457105,0.180059863506994,1,none,8.5,0.0174642381685413,0.00590486361158279,0,0,1,0,352.702264702944,0
mass,18,Optimized,40,40,53.0327390562507,0,0,0.00377513054318158,0.0614420909733839,0.179700736758282,1,none,8.5,0.0196683108273281,0.00346176195991046,0,0,0.909090909090909,0,1580.611911912,1
mass,18,Optimized,40,10,53.0327390562507,0,0,0.00470371029446761,0.0685836007691897,0.196707690916998,1,none,8.5,0.0190756452197544,0.00441427199211755,0,0,0.930232558139535,0,348.639523538386,0
mass,18,PPO_base,40,40,53.0327390562507,0,0,0.000115318047259578,0.0107386240859608,0.0179443884500894,1,none,8.5,0.0636018149990529,0.0107027297388672,0.0557184750733138,0.0762463343108504,0.973607038123167,0,1672.5019401905,1
mass,18,PPO_base,40,10,53.0327390562507,0,0,0.00134916096280234,0.0367309265170692,0.0464359012262036,1,none,8.5,0.0572512715412333,0.0125465394926168,0.0348837209302326,0.0465116279069767,0.976744186046512,0,131.306668499704,0
mass,18,ppo_10hz,10,40,53.0327390562507,0,0,0.00449447279176265,0.0670408292890433,0.189617778649641,1,none,8.5,0.0122305910625391,0.00362475573861828,0,0,1,0,1530.46409596015,0
mass,18,ppo_10hz,10,10,53.0327390562507,0,0,0.00459331551705581,0.0677740032538717,0.193368322599838,1,none,8.5,0.0146494892309924,0.00464885689422342,0,0,1,0,377.304256545124,1
nominal,0,CDR2-4,40,40,65,0,0,0.00346982044332695,0.0589051818037,0.173520616130402,1,none,8.5,0.0124900923105419,0.0035433072836239,0,0,1,0,1560.96873812675,1
stoch,1,CDR2-4,40,40,65,0,1,0.00450674893043927,0.0671323240357376,0.190258840190517,1,none,8.5,0.0103451004683599,0.00390581001782559,0,0.158357771260997,0.956011730205279,0,1417.00960019671,1
stoch,2,CDR2-4,40,40,65,0,1,0.00386990724706708,0.062208578564914,0.179327969658556,1,none,8.5,0.0129662744493516,0.00409537980626517,0,0.208211143695015,0.953079178885631,0,1461.75927758891,1
stoch,3,CDR2-4,40,40,65,0,1,0.0036559850140679,0.0604647419085528,0.178411295322666,1,none,8.5,0.0125390841732732,0.00398676054565048,0,0.178885630498534,0.956011730205279,0,1459.50285073436,1
stoch,4,CDR2-4,40,40,65,0,1,0.00389518403666837,0.0624114095071436,0.178652293651711,1,none,8.5,0.0119754792970504,0.00409048913359644,0,0.211143695014663,0.926686217008798,0,1441.44273904755,1
stoch,5,CDR2-4,40,40,65,0,1,0.00437007341831937,0.0661065308295585,0.188228977307622,1,none,8.5,0.00914215255974742,0.00383489584648116,0,0.155425219941349,0.967741935483871,0,1441.45957521098,1
stoch,6,CDR2-4,40,40,65,0,1,0.0040731684309009,0.063821379105288,0.181451812432235,1,none,8.5,0.0118247373557164,0.00421428554549956,0.00293255131964809,0.158357771260997,0.912023460410557,0,1449.45731514985,1
stoch,7,CDR2-4,40,40,65,0,1,0.00366844218638511,0.0605676661791183,0.176101003191673,1,none,8.5,0.0127099235110297,0.00394145059563286,0,0.202346041055718,0.961876832844575,0,1455.4898699117,1
stoch,8,CDR2-4,40,40,65,0,1,0.00427264071953079,0.0653654397945182,0.185428408212465,1,none,8.5,0.0100720903512546,0.0037840640425954,0,0.190615835777126,0.93841642228739,0,1393.24877212752,1
stoch,9,CDR2-4,40,40,65,0,1,0.00361335531107401,0.0601111912298701,0.1764335974736,1,none,8.5,0.0129645649628407,0.00401471896682275,0,0.202346041055718,0.947214076246334,0,1463.27958525365,1
stoch,10,CDR2-4,40,40,65,0,1,0.00316447586294387,0.05625367421728,0.167811399763447,1,none,8.5,0.0164824931395297,0.00411557799995972,0,0.190615835777126,0.953079178885631,0,1518.7199315996,1
stoch,11,CDR2-4,40,40,65,0,1,0.0037403996754376,0.0611588070145061,0.182066463536008,1,none,8.5,0.0119668574971129,0.00378521156917248,0,0.211143695014663,0.964809384164223,0,1484.49498882821,1
stoch,12,CDR2-4,40,40,65,0,1,0.00321595477377221,0.0567093887621108,0.168663395336454,1,none,8.5,0.0147998228450887,0.00443364579117912,0,0.196480938416422,0.956011730205279,0,1499.48643299532,1
stoch,13,CDR2-4,40,40,65,0,1,0.0037952693004474,0.0616057570398043,0.176777999797433,1,none,8.5,0.0131909225794988,0.00411836038060178,0,0.170087976539589,0.950146627565982,0,1451.13950703355,1
stoch,14,CDR2-4,40,40,65,0,1,0.00386219317018738,0.0621465459232239,0.178202908363102,1,none,8.5,0.0126104487537023,0.00361570582693523,0,0.158357771260997,0.950146627565982,0,1456.29836320935,1
stoch,15,CDR2-4,40,40,65,0,1,0.00381845654298393,0.0617936610259008,0.179261005310121,1,none,8.5,0.0127944432184432,0.00381215498114262,0,0.187683284457478,0.973607038123167,0,1455.44477644696,1
stoch,16,CDR2-4,40,40,65,0,1,0.00402223637303328,0.0634211035305543,0.180363487907634,1,none,8.5,0.0122589603457439,0.0039076787201135,0,0.175953079178886,0.953079178885631,0,1451.59831382113,1
stoch,17,CDR2-4,40,40,65,0,1,0.00348940485750217,0.0590711846631009,0.175811279343887,1,none,8.5,0.01397220875367,0.00429175439525273,0,0.18475073313783,0.956011730205279,0,1506.14473217891,1
stoch,18,CDR2-4,40,40,65,0,1,0.00348207396766331,0.059009100718985,0.17486918343331,1,none,8.5,0.0127461153534752,0.00428014363759433,0,0.155425219941349,0.973607038123167,0,1493.63979038648,1
stoch,19,CDR2-4,40,40,65,0,1,0.00386261582027388,0.0621499462612308,0.178823885262869,1,none,8.5,0.0130915328797231,0.00418119551992897,0.00293255131964809,0.178885630498534,0.941348973607038,0,1462.67254672799,1
stoch,20,CDR2-4,40,40,65,0,1,0.00346699579471608,0.0588812006901701,0.176142534420471,1,none,8.5,0.0132802804556124,0.00395893240629419,0,0.187683284457478,0.961876832844575,0,1500.91307905068,1
delay_100ms,0,CDR2-4,40,40,65,0.1,0,0.00376248936049301,0.0613391340050788,0.176603704057876,1,none,8.5,0.0127608900302465,0.00580861226779758,0,0,1,0,1440.96320443922,1
delay_200ms,0,CDR2-4,40,40,65,0.2,0,0.00527605724211059,0.0726364732218641,0.181490634642531,1,none,8.5,0.0220616636448423,0.0132546311414182,0,0,1,0,735.178272025377,1
nominal,0,CDR2-4,40,10,65,0,0,0.0040416425367899,0.0635739139646908,0.177326158603628,1,none,8.5,0.0155723268681202,0.0052881624108206,0,0,1,0,356.972757799521,0
stoch,1,CDR2-4,40,10,65,0,1,0.00625333161639689,0.0790780096891474,0.201631796106438,1,none,8.5,0.0175420045767127,0.00520404057262547,0,0.13953488372093,0.953488372093023,0,219.948416173899,0
stoch,2,CDR2-4,40,10,65,0,1,0.00449400097018157,0.0670373102845093,0.178627385019051,1,none,8.5,0.0154742312436337,0.00540505357994332,0,0.186046511627907,0.941860465116279,0,245.2463551018,0
stoch,3,CDR2-4,40,10,65,0,1,0.0048884093514915,0.0699171606366527,0.191404069966469,1,none,8.5,0.0140271262167093,0.00514902767189407,0,0.197674418604651,0.953488372093023,0,330.170004510711,0
stoch,4,CDR2-4,40,10,65,0,1,0.00608131127909431,0.0779827627049357,0.201056051297079,1,none,8.5,0.0196279087375673,0.0058472126222367,0,0.209302325581395,0.953488372093023,0,231.139272436258,0
stoch,5,CDR2-4,40,10,65,0,1,0.00464399834797902,0.0681468880285741,0.190622083831846,1,none,8.5,0.0138777242347351,0.00482495131235262,0,0.197674418604651,0.941860465116279,0,308.25109045625,0
stoch,6,CDR2-4,40,10,65,0,1,0.00479565896081643,0.0692506964644864,0.178007484802024,1,none,8.5,0.0189502569782485,0.00613449711693047,0.0116279069767442,0.162790697674419,0.872093023255814,0,278.572582385259,0
stoch,7,CDR2-4,40,10,65,0,1,0.00487889424494764,0.0698490819191465,0.19057341741258,1,none,8.5,0.0164000363266313,0.00520196552015409,0,0.232558139534884,0.953488372093023,0,325.765048878255,0
stoch,8,CDR2-4,40,10,65,0,1,0.00397731431590612,0.0630659521128962,0.181584525907962,1,none,8.5,0.0180855087592965,0.0058608121372772,0,0.232558139534884,0.941860465116279,0,319.396438303973,0
stoch,9,CDR2-4,40,10,65,0,1,0.00543187316913261,0.0737012426566378,0.186392981578311,1,none,8.5,0.0196054125354597,0.00619942747741414,0,0.255813953488372,0.953488372093023,0,242.979110066393,0
stoch,10,CDR2-4,40,10,65,0,1,0.00474293061256601,0.0688689379369685,0.175968474601941,1,none,8.5,0.0180402580233594,0.00545656244818493,0,0.151162790697674,0.953488372093023,0,263.64593040069,0
stoch,11,CDR2-4,40,10,65,0,1,0.00497585455321974,0.0705397374053784,0.190680693830724,1,none,8.5,0.0205086554278559,0.00602576695187107,0,0.186046511627907,0.953488372093023,0,228.437176363702,0
stoch,12,CDR2-4,40,10,65,0,1,0.0048447372708067,0.0696041469368507,0.186138798421108,1,none,8.5,0.0191553875347789,0.00609615851456662,0,0.244186046511628,0.965116279069767,0,213.951807370444,0
stoch,13,CDR2-4,40,10,65,0,1,0.00597586047704059,0.0773036899315976,0.197091864648106,1,none,8.5,0.0202926984553117,0.00591652296227765,0,0.209302325581395,0.895348837209302,0,179.826768011103,0
stoch,14,CDR2-4,40,10,65,0,1,0.00440581445524672,0.0663763094428028,0.171532005924904,1,none,8.5,0.0174636503183034,0.00485416939760825,0,0.162790697674419,0.941860465116279,0,285.333345674894,0
stoch,15,CDR2-4,40,10,65,0,1,0.00544749496519269,0.0738071471145762,0.182104082412831,1,none,8.5,0.0162315261218985,0.00550138236283852,0,0.244186046511628,0.965116279069767,0,213.454224697177,0
stoch,16,CDR2-4,40,10,65,0,1,0.00440199592998453,0.0663475389896606,0.182552848641822,1,none,8.5,0.0202425206387135,0.00639836695037398,0,0.104651162790698,0.941860465116279,0,218.044427452921,0
stoch,17,CDR2-4,40,10,65,0,1,0.00436792552730732,0.0660902831534812,0.175569430865264,1,none,8.5,0.015929571242287,0.00549641084823396,0,0.255813953488372,0.941860465116279,0,295.41497912325,0
stoch,18,CDR2-4,40,10,65,0,1,0.00449862026493555,0.0670717545986055,0.182007580076838,1,none,8.5,0.0205134487627791,0.00639660552398507,0,0.13953488372093,0.965116279069767,0,198.672588208685,0
stoch,19,CDR2-4,40,10,65,0,1,0.00531118053179966,0.0728778466462866,0.184930281283772,1,none,8.5,0.0196146231920892,0.00644983329703767,0.0116279069767442,0.22093023255814,0.953488372093023,0,232.738537292684,0
stoch,20,CDR2-4,40,10,65,0,1,0.00403897537175323,0.0635529336203548,0.176266849891802,1,none,8.5,0.0174656688482686,0.00615884363318239,0,0.22093023255814,0.941860465116279,0,289.055307267816,0
delay_100ms,0,CDR2-4,40,10,65,0.1,0,0.00418732208117832,0.0647095207923712,0.177924216745901,1,none,8.5,0.0174391658225067,0.00570197051434157,0,0,1,0,336.693229040971,0
delay_200ms,0,CDR2-4,40,10,65,0.2,0,0.00445273615371439,0.0667288255082793,0.179087464302775,1,none,8.5,0.0205156264705798,0.00636368292212775,0,0,1,0,238.171323446872,0
nominal,0,Optimized,40,40,65,0,0,0.00357216047671168,0.0597675537119571,0.176134283029457,1,none,8.5,0.0178917380010302,0.00312937264569514,0,0,0.909090909090909,0,1593.08362366292,1
stoch,1,Optimized,40,40,65,0,1,0.00409472291103395,0.063990021964631,0.185294999551824,1,none,8.5,0.0163841322305527,0.00335880386430931,0,0.032258064516129,0.882697947214076,0,1527.96454393384,1
stoch,2,Optimized,40,40,65,0,1,0.00386295587577184,0.06215268196765,0.181342880854764,1,none,8.5,0.0179129849973834,0.00360173782473279,0,0.0410557184750733,0.926686217008798,0,1534.98528335203,1
stoch,3,Optimized,40,40,65,0,1,0.00386043516562967,0.0621324002886551,0.183798394129275,1,none,8.5,0.017222648025811,0.0032720038139371,0,0.0293255131964809,0.891495601173021,0,1540.43055969335,1
stoch,4,Optimized,40,40,65,0,1,0.00399726122507831,0.0632238975789876,0.183386187715627,1,none,8.5,0.0169573855396344,0.00340273172749239,0,0.0351906158357771,0.873900293255132,0,1528.07259781489,1
stoch,5,Optimized,40,40,65,0,1,0.00399386944933286,0.0631970683602718,0.183869098333729,1,none,8.5,0.0163532989368291,0.00330991950285288,0,0.0439882697947214,0.885630498533724,0,1534.94667631398,1
stoch,6,Optimized,40,40,65,0,1,0.00420497770195948,0.0648457994164578,0.186934378636997,1,none,8.5,0.0169606115816233,0.00349892463795836,0,0.0410557184750733,0.853372434017595,0,1519.54390172153,1
stoch,7,Optimized,40,40,65,0,1,0.00367740931191574,0.0606416466787945,0.17770608021208,1,none,8.5,0.0181271607838399,0.00352803899876097,0,0.0498533724340176,0.897360703812317,0,1553.31592642732,1
stoch,8,Optimized,40,40,65,0,1,0.00421825272662483,0.0649480771587953,0.187253433075518,1,none,8.5,0.0161159798336933,0.00330289937546315,0,0.0293255131964809,0.900293255131965,0,1526.386557565,1
stoch,9,Optimized,40,40,65,0,1,0.00372118277241231,0.0610014981161308,0.180306387545369,1,none,8.5,0.0174950205744342,0.00330764031082326,0,0.0410557184750733,0.897360703812317,0,1537.98399332324,1
stoch,10,Optimized,40,40,65,0,1,0.00362530701114182,0.0602105224287401,0.178270530238852,1,none,8.5,0.0188226282960417,0.00331288374549166,0,0.032258064516129,0.912023460410557,0,1566.34715675007,1
stoch,11,Optimized,40,40,65,0,1,0.00383167704532258,0.0619005415592027,0.183201614901992,1,none,8.5,0.0169453953924663,0.0032644358912323,0,0.0293255131964809,0.92375366568915,0,1541.68292579628,1
stoch,12,Optimized,40,40,65,0,1,0.00373125640408845,0.061084011034709,0.179474878097998,1,none,8.5,0.018612466461228,0.00377647394674902,0,0.0351906158357771,0.873900293255132,0,1547.45657058167,1
stoch,13,Optimized,40,40,65,0,1,0.00371090419779212,0.0609171913156879,0.178410016565398,1,none,8.5,0.0180492967233271,0.00346650646270155,0,0.0205278592375367,0.929618768328446,0,1549.29258632218,1
stoch,14,Optimized,40,40,65,0,1,0.00397237651128881,0.0630267920117215,0.183277384487788,1,none,8.5,0.0173147377670278,0.00315494232126552,0,0.0175953079178886,0.909090909090909,0,1516.73512833972,1
stoch,15,Optimized,40,40,65,0,1,0.00391846357820103,0.0625976323689725,0.182746528006883,1,none,8.5,0.0174853365646466,0.00326159033863652,0,0.032258064516129,0.897360703812317,0,1547.26903848116,1
stoch,16,Optimized,40,40,65,0,1,0.00408779156875069,0.0639358394701336,0.184440126184947,1,none,8.5,0.0171929708492442,0.0034045286146079,0,0.0293255131964809,0.926686217008798,0,1530.54459251265,1
stoch,17,Optimized,40,40,65,0,1,0.00363597568472484,0.060299052104696,0.179474371710362,1,none,8.5,0.0178406026482045,0.00352343387872392,0,0.0351906158357771,0.906158357771261,0,1567.88581818053,1
stoch,18,Optimized,40,40,65,0,1,0.00374805120778312,0.0612213296799662,0.179298801553496,1,none,8.5,0.0178313547385181,0.00344458993443488,0,0.0234604105571848,0.926686217008798,0,1564.73772142548,1
stoch,19,Optimized,40,40,65,0,1,0.00393677083854394,0.0627436916234926,0.183121699125125,1,none,8.5,0.017456779391345,0.0034410166798627,0,0.0381231671554252,0.885630498533724,0,1533.86450735745,1
stoch,20,Optimized,40,40,65,0,1,0.00374504458496389,0.0611967693997313,0.180309280158499,1,none,8.5,0.0178525433467907,0.00333374185874915,0,0.0381231671554252,0.912023460410557,0,1554.51079196084,1
delay_100ms,0,Optimized,40,40,65,0.1,0,0.00409246718455918,0.0639723939254986,0.181469094310701,1,none,8.5,0.0164255823250069,0.00816053706486085,0,0,0.914956011730205,0,1256.5326645618,1
delay_200ms,0,Optimized,40,40,65,0.2,0,0.00501158662028,0.0707925604868195,0.204721421652284,1,none,8.5,0.0175596537191199,0.0128503574874445,0,0,0.958944281524927,0,817.667850392705,1
